Id,mszoning,bathrooms,bedrooms,finishedsqft,lastsoldyear,lastsoldprice,neighborhood,totalrooms,yearbuilt
1929,RL,2,2,796,2009,131900,Mitchel,4,1972
1930,RL,3,2,1091,2009,131250,Mitchel,5,1993
1931,RL,3,2,883,2009,149000,Mitchel,5,1992
1932,RL,3,3,1287,2009,130000,Mitchel,6,1992
1933,RL,3,4,1632,2009,173000,Mitchel,7,1969
1934,RL,4,3,1604,2008,187500,Gilbert,7,1997
1935,RL,4,3,1470,2008,165000,Gilbert,7,1995
1936,RL,4,3,1604,2008,195500,Gilbert,7,1998
1937,RL,4,3,1636,2008,173000,Gilbert,7,1996
1938,RL,4,3,1384,2008,177900,Gilbert,7,1996
1939,RL,5,1,1682,2008,247900,StoneBr,6,1997
1940,RL,3,2,1280,2008,180000,StoneBr,5,1992
1941,RL,4,3,1633,2008,183000,Gilbert,7,1998
1942,RL,4,3,1709,2008,185000,Gilbert,7,1991
1943,RL,3,2,1337,2008,188500,StoneBr,5,1989
1944,RL,4,5,2500,2008,355000,StoneBr,9,2005
1945,RL,5,2,1884,2008,387000,StoneBr,7,2004
1946,RL,4,3,1474,2008,115000,Gilbert,7,1952
1947,RL,4,2,1710,2008,334000,StoneBr,6,2007
1948,RL,3,3,1488,2008,133000,Gilbert,6,1950
1949,RL,4,2,1688,2008,226500,NWAmes,6,1988
1950,RL,3,3,1260,2008,181900,NWAmes,6,1983
1951,RL,4,3,2064,2008,235000,NWAmes,7,1978
1952,RL,3,3,1782,2008,220000,NWAmes,6,1979
1953,RL,3,3,1211,2008,161000,NWAmes,6,1976
1954,RL,4,3,2044,2008,185000,NWAmes,7,1980
1955,RL,4,3,1308,2008,146900,NWAmes,7,1969
1956,RL,4,4,2840,2008,292500,NWAmes,8,1978
1957,RL,3,2,1444,2008,159900,NWAmes,5,1976
1958,RL,5,4,2340,2008,306000,NWAmes,9,1996
1959,RL,4,4,1792,2008,133000,NAmes,8,1974
1960,RL,2,2,936,2008,111900,NAmes,4,1969
1961,RL,2,3,864,2008,123000,NAmes,5,1971
1962,RM,3,2,987,2008,103400,BrDale,5,1973
1963,RM,3,2,987,2008,100500,BrDale,5,1972
1964,RM,3,3,1302,2008,111750,BrDale,6,1972
1965,RL,3,4,1456,2008,143000,NPkVill,7,1975
1966,RL,2,2,1055,2008,148500,NPkVill,4,1977
1967,RL,4,3,1582,2008,317500,NridgHt,7,2007
1968,RL,5,4,2464,2008,417500,NridgHt,9,2007
1969,RL,5,2,1950,2008,383000,NridgHt,7,2007
1970,RL,5,4,2748,2008,390000,NridgHt,9,2006
1971,RL,6,4,2790,2008,460000,NridgHt,10,2005
1972,RL,6,3,2331,2008,379000,NridgHt,9,2005
1973,RL,6,4,2088,2008,250000,NridgHt,10,2007
1974,RL,5,4,2332,2008,316000,NridgHt,9,2004
1976,RL,5,2,1575,2008,284000,NridgHt,7,2003
1977,RL,6,4,2649,2008,421250,NridgHt,10,2001
1978,RL,5,4,2690,2008,370000,NridgHt,9,2003
1979,RL,5,2,1866,2008,336860,NridgHt,7,2008
1980,RL,4,2,1367,2008,192000,NridgHt,6,2005
1981,RL,4,2,1800,2008,370967,NridgHt,6,2007
1982,RL,4,2,1342,2008,234250,NridgHt,6,2006
1983,RL,4,2,1342,2008,219500,NridgHt,6,2006
1984,RL,4,2,1626,2008,155000,NridgHt,6,2003
1985,RL,4,2,1455,2008,195000,Blmngtn,6,2003
1986,RM,5,2,1576,2008,219990,Blmngtn,7,2004
1987,RL,3,2,1246,2008,187687,Blmngtn,5,2007
1988,RL,5,3,1515,2008,179000,Gilbert,8,2004
1989,RL,4,3,1720,2008,188000,Gilbert,7,2002
1990,RL,5,4,1986,2008,213000,Gilbert,9,2003
1991,RL,4,2,1358,2008,217300,NridgHt,6,2007
1992,RL,5,3,1892,2008,226750,Gilbert,8,2000
1993,RL,3,3,1414,2008,176000,Gilbert,6,2002
1994,RL,4,4,2322,2008,225000,Gilbert,8,1999
1995,RL,4,3,1651,2008,185900,Gilbert,7,1999
1996,RL,6,3,2199,2008,284500,NoRidge,9,1997
1997,RL,4,4,2172,2008,291000,NoRidge,8,2000
1998,RL,3,2,2006,2008,350000,NoRidge,5,1998
1999,RL,8,4,2125,2008,279500,NoRidge,12,1996
2000,RL,5,4,2501,2008,290000,NoRidge,9,1995
2001,RL,5,4,2197,2008,287500,NoRidge,9,1993
2002,RL,4,3,1578,2008,240000,Somerst,7,2006
2003,RL,4,3,1861,2008,257000,Somerst,7,2007
2004,RL,5,3,1874,2008,297900,Somerst,8,2007
2005,RL,3,3,1460,2008,247000,Somerst,6,2006
2006,FV,3,3,1372,2008,212700,Somerst,6,2007
2007,FV,4,3,1660,2008,256000,Somerst,7,2007
2008,FV,4,2,1218,2008,230348,Somerst,6,2007
2009,RL,4,3,1696,2008,188000,SawyerW,7,2003
2010,RL,5,3,1663,2008,192500,SawyerW,8,2003
2011,RL,3,3,1175,2008,146000,SawyerW,6,2005
2012,RL,3,3,1162,2008,170000,SawyerW,6,2007
2013,RL,3,3,1609,2008,182000,SawyerW,6,1995
2014,RL,4,3,1680,2008,163000,SawyerW,7,1993
2015,RL,3,3,1657,2008,189000,SawyerW,6,1994
2016,RL,4,3,1677,2008,190500,SawyerW,7,2001
2017,RL,4,3,1737,2008,175000,SawyerW,7,1992
2018,RL,2,3,984,2008,128000,Sawyer,5,1963
2019,RL,2,3,864,2008,135000,Sawyer,5,1961
2020,RL,2,3,890,2008,115000,Sawyer,5,1968
2021,RL,2,3,864,2008,119916,Sawyer,5,1963
2022,RL,3,3,1430,2008,192000,Veenker,6,1974
2023,RL,1,4,1641,2008,140000,Sawyer,5,1972
2024,RL,5,4,2683,2008,290000,NoRidge,9,1990
2025,RL,6,4,2786,2008,372500,NoRidge,10,1993
2026,FV,4,1,1245,2008,178000,Somerst,5,2004
2027,FV,3,2,1200,2008,165000,Somerst,5,2005
2028,FV,3,2,1392,2008,146000,Somerst,5,2007
2029,FV,3,3,1549,2008,172900,Somerst,6,1999
2030,FV,3,2,1638,2008,300000,Somerst,5,2000
2031,FV,4,1,1310,2008,285000,Somerst,5,2001
2032,FV,3,2,1419,2008,290000,Somerst,5,2001
2033,FV,3,2,1557,2008,305000,Somerst,5,1999
2034,FV,2,3,1404,2008,170000,Somerst,5,1999
2035,FV,4,3,1789,2008,223000,Somerst,7,2001
2036,FV,4,3,1586,2008,170000,Somerst,7,1999
2037,FV,4,3,1607,2008,200000,Somerst,7,1999
2038,FV,5,2,2393,2008,345000,Somerst,7,1998
2039,RL,3,1,1239,2008,217500,Veenker,4,1995
2040,RL,6,3,2944,2008,150000,Veenker,9,1977
2041,RL,3,3,1671,2008,290000,Veenker,6,1976
2042,FV,4,3,1812,2008,205000,Somerst,7,2002
2043,RL,3,4,1427,2008,183000,NWAmes,7,1969
2044,RL,4,4,1740,2008,150000,NWAmes,8,1968
2045,RL,4,4,1620,2008,215000,NWAmes,8,1967
2046,RL,4,4,1625,2008,140500,NWAmes,8,1965
2047,RL,3,4,1464,2008,141000,NAmes,7,1968
2048,RL,2,3,925,2008,135000,NAmes,5,1965
2049,RL,4,6,1728,2008,145000,NAmes,10,1965
2050,RL,3,4,1670,2008,170000,NWAmes,7,1971
2051,RL,4,2,1014,2008,98000,NAmes,6,1956
2052,RL,2,3,1114,2008,140000,NAmes,5,1961
2053,RL,3,3,1118,2008,153000,NAmes,6,1960
2054,RL,3,2,906,2008,87000,BrkSide,5,1937
2055,RL,3,3,1496,2008,141500,NAmes,6,1960
2056,RL,4,3,1337,2008,141500,NAmes,7,1950
2057,RL,2,3,1036,2008,112900,NAmes,5,1953
2058,RL,5,4,1988,2008,227000,NAmes,9,1966
2059,RL,3,3,1176,2008,136500,NAmes,6,1957
2060,RL,5,2,1440,2008,185000,NAmes,7,1959
2061,RL,2,3,1570,2008,166800,NAmes,5,1958
2062,RL,2,3,1104,2008,133000,NAmes,5,1956
2063,RL,2,2,882,2008,116000,NAmes,4,1952
2064,RL,3,3,1152,2008,137500,NAmes,6,1953
2065,RL,3,2,950,2008,130000,NAmes,5,1953
2066,RL,3,3,1790,2008,180000,NAmes,6,1957
2067,RL,3,4,1764,2008,100000,NAmes,7,1957
2068,RL,4,5,1824,2008,146000,NAmes,9,1957
2069,RL,2,1,869,2008,89900,OldTown,3,1948
2070,RL,2,3,1159,2008,114000,OldTown,5,1925
2071,RL,2,2,672,2008,86900,OldTown,4,1940
2072,RL,4,3,1436,2008,139000,OldTown,7,1922
2073,RL,2,3,1044,2008,139000,NAmes,5,1968
2074,RL,3,3,1312,2008,186000,NAmes,6,1958
2075,RL,2,3,1081,2008,148000,NAmes,5,1960
2076,RL,3,2,876,2008,94000,NAmes,5,1951
2077,RL,3,3,1256,2008,159000,NAmes,6,1959
2078,RL,3,3,1027,2008,125900,NAmes,6,1962
2079,RL,2,3,1320,2008,138000,NAmes,5,1948
2080,RL,2,2,984,2008,112500,NAmes,4,1954
2081,RL,2,4,1278,2008,127500,NAmes,6,1954
2082,RL,4,6,1800,2008,130000,NAmes,10,1961
2083,RL,3,3,1588,2008,150000,NAmes,6,1955
2084,RL,2,2,825,2008,109500,NAmes,4,1954
2085,RL,3,3,1117,2008,136870,NAmes,6,1963
2086,RM,4,3,1133,2008,143000,OldTown,7,2008
2087,RM,3,3,1323,2008,122600,OldTown,6,1948
2088,RM,4,2,1360,2008,111000,OldTown,6,1910
2089,RM,2,2,672,2008,64000,OldTown,4,1940
2090,RM,3,4,1456,2008,139500,OldTown,7,1915
2091,RM,6,3,1594,2008,118000,OldTown,9,1910
2092,RM,6,2,1656,2008,119164,OldTown,8,1940
2093,RM,4,2,1740,2008,122250,OldTown,6,1920
2094,RM,3,2,1027,2008,120000,OldTown,5,1920
2095,RM,5,3,1436,2008,155000,OldTown,8,1940
2096,RM,3,2,899,2008,78000,OldTown,5,1910
2097,RM,2,3,1080,2008,95000,OldTown,5,1890
2098,RM,2,3,1499,2008,140000,OldTown,5,1946
2099,RM,2,1,407,2008,46500,OldTown,3,1946
2100,RM,1,5,1588,2008,65000,OldTown,6,1949
2101,RM,6,4,1627,2008,139500,OldTown,10,1900
2102,RM,4,3,1450,2008,132000,OldTown,7,1920
2103,RM,3,2,1017,2008,114000,OldTown,5,1900
2104,RM,6,4,2350,2008,130000,OldTown,10,1920
2105,RM,4,3,1540,2008,129400,OldTown,7,1905
2106,RM,3,2,1086,2008,55000,OldTown,5,1920
2107,RM,5,5,2495,2008,184000,OldTown,10,1890
2108,RM,3,2,984,2008,110000,OldTown,5,1959
2109,RM,3,2,1093,2008,115500,OldTown,5,1958
2110,RL,3,2,1143,2008,138000,BrkSide,5,1928
2111,RM,5,3,1668,2008,108000,BrkSide,8,1945
2112,RL,3,3,1738,2008,153000,BrkSide,6,1935
2113,RM,3,3,1210,2008,124000,BrkSide,6,1941
2114,RM,3,3,1290,2008,106900,BrkSide,6,1900
2115,RM,3,3,1672,2008,164900,BrkSide,6,1940
2116,RM,3,2,949,2008,119000,BrkSide,5,1924
2117,RM,2,3,1497,2008,157000,BrkSide,5,1937
2118,RM,5,2,1342,2008,105000,BrkSide,7,1939
2119,RM,3,3,1013,2008,113000,BrkSide,6,1926
2120,RM,3,3,1216,2008,115000,BrkSide,6,1920
2122,RM,4,2,1136,2008,123000,BrkSide,6,1929
2123,RM,5,1,808,2008,81300,BrkSide,6,1945
2124,RM,3,4,2009,2008,150000,BrkSide,7,1939
2125,RM,3,4,1902,2008,123500,OldTown,7,1923
2126,RL,4,4,1716,2008,162500,BrkSide,8,1915
2127,RM,3,5,1984,2008,160000,OldTown,8,1910
2128,RM,4,3,1609,2008,127500,OldTown,7,1910
2129,RM,3,1,768,2008,93850,IDOTRR,4,1930
2130,RM,3,4,1536,2008,136000,IDOTRR,7,1952
2131,RM,5,4,1969,2008,141000,IDOTRR,9,1938
2132,RM,4,2,1308,2008,120000,IDOTRR,6,1915
2133,RM,3,2,1040,2008,127500,IDOTRR,5,1925
2134,RM,3,3,1236,2008,127000,IDOTRR,6,1925
2135,RM,4,1,759,2008,85000,IDOTRR,5,1912
2136,RM,5,3,1344,2008,82375,IDOTRR,8,1915
2137,RL,3,3,1054,2008,124000,Sawyer,6,1947
2138,RL,3,3,1075,2008,148000,Sawyer,6,1963
2139,RL,3,3,1096,2008,157500,Sawyer,6,1978
2140,RL,3,3,992,2008,145000,Sawyer,6,1967
2141,RL,3,3,1034,2008,153000,Sawyer,6,1978
2142,RL,3,3,1073,2008,120000,Sawyer,6,1967
2143,RL,3,2,1126,2008,152000,Sawyer,5,1984
2144,RL,3,3,1140,2008,95541,Sawyer,6,1920
2145,RL,3,3,960,2008,144900,Sawyer,6,1963
2146,RL,3,1,1188,2008,185000,Sawyer,4,1956
2147,RL,4,3,1721,2008,145000,ClearCr,7,1960
2148,RL,4,2,1350,2008,152400,Sawyer,6,1941
2149,RL,2,3,904,2008,144000,Sawyer,5,1970
2150,RL,4,3,1524,2008,245000,ClearCr,7,1979
2151,RL,3,2,1079,2008,125600,Edwards,5,1948
2152,RL,3,2,1518,2008,260000,Edwards,5,1940
2153,RL,3,3,1509,2008,159900,Edwards,6,1956
2154,RL,2,2,864,2008,99600,Edwards,4,1975
2155,RL,4,3,1269,2008,134500,Edwards,7,1962
2156,RL,5,4,2814,2008,260000,SawyerW,9,1995
2157,RL,4,3,1626,2008,226500,SawyerW,7,1994
2158,RL,5,4,2200,2008,225000,SawyerW,9,1993
2159,RL,5,3,2037,2008,229000,SawyerW,8,1996
2160,RL,3,3,1356,2008,177439,CollgCr,6,2007
2161,RL,4,3,1615,2008,248500,CollgCr,7,2007
2162,RL,4,3,2276,2008,475000,CollgCr,7,2008
2163,RL,5,3,1766,2008,395039,CollgCr,8,2008
2164,RL,3,3,1511,2008,225000,SawyerW,6,1995
2165,RL,4,2,1643,2008,195000,ClearCr,6,1966
2166,RL,2,3,990,2008,155000,CollgCr,5,1994
2167,RL,2,3,1418,2008,226001,CollgCr,5,1997
2168,RL,3,3,1771,2008,215700,CollgCr,6,1997
2169,RL,3,3,1652,2008,207500,CollgCr,6,2000
2170,RL,3,3,1823,2008,235000,CollgCr,6,2000
2171,RL,2,3,1174,2008,158000,CollgCr,5,1978
2172,RL,2,3,1076,2008,143195,CollgCr,5,1975
2173,RL,3,2,1558,2008,163000,CollgCr,5,1975
2174,RL,5,3,2161,2008,230500,CollgCr,8,2001
2175,RL,4,3,1947,2008,274000,CollgCr,7,2001
2176,RL,3,3,1786,2008,300000,CollgCr,6,2002
2177,RL,5,4,2327,2008,240000,CollgCr,9,2003
2178,RL,4,3,1764,2008,207000,CollgCr,7,1999
2179,RM,2,1,848,2008,145000,CollgCr,3,2004
2180,RM,6,2,1838,2008,185000,CollgCr,8,1997
2181,RL,3,3,1445,2008,186500,CollgCr,6,2004
2182,RL,3,3,1564,2008,218836,CollgCr,6,2007
2183,RL,3,3,1361,2008,193000,CollgCr,6,2007
2184,RL,3,3,1092,2008,123000,Edwards,6,1966
2185,RL,3,3,1033,2008,165000,Edwards,6,1976
2186,RL,3,3,1127,2008,135000,Edwards,6,1976
2187,RL,3,3,1117,2008,147000,Edwards,6,1977
2188,RL,3,3,1398,2008,160500,Edwards,6,1976
2189,RL,6,5,3820,2008,284700,Edwards,11,1959
2190,RL,4,2,1152,2008,82000,Edwards,6,1955
2191,RL,4,2,1152,2008,82500,Edwards,6,1955
2192,RL,2,2,784,2008,91900,Edwards,4,1955
2193,RL,3,2,1053,2008,120000,Edwards,5,1938
2194,RL,4,4,1137,2008,96000,Edwards,8,1947
2195,RL,3,2,930,2008,99000,Edwards,5,1953
2196,RL,3,3,1204,2008,100000,Edwards,6,1954
2197,RL,3,3,1292,2008,108000,Edwards,6,1923
2198,RL,5,2,1424,2008,168000,SWISU,7,1921
2199,RL,6,4,1920,2008,161900,SWISU,10,1930
2200,RL,4,2,1316,2008,145000,Crawfor,6,1926
2201,RL,3,3,1264,2008,147500,Crawfor,6,1914
2202,RL,4,3,1512,2008,231000,Crawfor,7,1925
2203,RL,3,4,1603,2008,138000,Crawfor,7,1923
2204,RL,3,4,1938,2008,198000,Crawfor,7,1937
2205,RL,3,3,1374,2008,110000,Crawfor,6,1938
2206,RL,3,2,1091,2008,104000,Crawfor,5,1951
2207,RL,5,4,1873,2008,257076,Crawfor,9,1935
2208,RL,5,3,2161,2008,263400,Crawfor,8,1950
2209,RL,4,3,1898,2008,236500,Crawfor,7,1956
2210,RM,3,2,1032,2008,116500,Blueste,5,1980
2211,RM,3,2,919,2008,126000,IDOTRR,5,1926
2212,RM,2,3,1090,2008,120000,IDOTRR,5,1940
2213,RM,3,4,1200,2008,119000,IDOTRR,7,1930
2214,RM,4,3,1656,2008,126000,IDOTRR,7,1967
2215,RM,3,2,912,2008,99500,IDOTRR,5,1930
2216,RM,3,4,1955,2008,165500,IDOTRR,7,1958
2218,C (all),4,2,1361,2008,89000,IDOTRR,6,1895
2219,C (all),3,2,1049,2008,80900,IDOTRR,5,1910
2220,C (all),2,3,864,2008,65000,IDOTRR,5,1920
2221,RM,3,2,1648,2008,294464,Crawfor,5,2007
2222,RM,3,2,1646,2008,250000,Crawfor,5,2004
2223,RL,4,3,2032,2008,300000,Mitchel,7,1996
2224,RL,5,3,1820,2008,213000,Mitchel,8,1996
2225,RL,4,4,1872,2008,100000,Mitchel,8,1976
2226,RL,3,3,1689,2008,228500,Mitchel,6,1991
2227,RL,4,2,1501,2008,241500,Timber,6,1986
2228,RL,5,3,1537,2008,294000,Timber,8,2006
2229,RL,3,3,1780,2008,264966,Timber,6,2007
2230,RL,3,3,1442,2008,172500,Timber,6,2006
2231,RL,3,3,1612,2008,218689,Timber,6,2008
2232,RL,5,3,1495,2008,150000,Timber,8,1989
2233,RL,3,3,1256,2008,180000,Timber,6,1986
2234,RL,4,3,1440,2008,232500,Timber,7,2003
2235,RL,3,3,1675,2008,195000,Timber,6,1999
2236,RL,4,3,1728,2008,298751,Timber,7,2007
2237,RL,4,3,1964,2008,370000,Timber,7,2005
2238,RM,6,2,1344,2008,209200,Mitchel,8,1997
2239,RL,3,2,1092,2008,146000,Mitchel,5,2007
2240,RM,2,2,1189,2008,160500,Mitchel,4,1997
2241,RL,3,3,1200,2008,173000,Mitchel,6,1964
2242,RM,3,3,1040,2008,124000,MeadowV,6,1975
2243,RM,2,4,1475,2008,129500,MeadowV,6,1976
2244,RM,3,2,988,2008,105000,MeadowV,5,1973
2245,RM,3,1,988,2008,94900,MeadowV,4,1973
2246,RL,3,3,1160,2008,152500,Mitchel,6,1968
2247,RM,3,3,1092,2008,98000,MeadowV,6,1970
2248,RL,2,2,816,2008,128500,Mitchel,4,1983
2249,RL,3,3,845,2008,134500,Mitchel,6,1982
2250,RL,3,3,889,2008,137500,Mitchel,6,1984
2251,NA,3,4,1836,2008,103000,IDOTRR,7,1900
2252,RL,4,3,1587,2007,167300,NAmes,7,1971
2253,RL,4,3,1384,2007,161500,Gilbert,7,1997
2254,RL,4,3,1694,2007,160000,Gilbert,7,1994
2255,RL,4,3,1714,2007,180000,Gilbert,7,1999
2256,RL,3,3,1553,2007,178750,Gilbert,6,1996
2257,RL,2,5,2299,2007,204000,Gilbert,7,1999
2258,RL,3,3,1187,2007,160000,Gilbert,6,1992
2259,RL,4,3,1642,2007,168000,Gilbert,7,1993
2260,RL,3,3,1128,2007,154204,Gilbert,6,1964
2261,RL,3,2,1179,2007,182000,StoneBr,5,1988
2262,RL,3,1,1321,2007,212000,StoneBr,4,1990
2263,RL,6,4,2541,2007,349265,StoneBr,10,2005
2264,RL,4,4,2338,2007,591587,StoneBr,8,2006
2265,RL,4,3,1424,2007,155000,Gilbert,7,1969
2266,RL,4,2,1612,2007,319900,StoneBr,6,2006
2267,RL,6,1,2234,2007,441929,StoneBr,7,2006
2268,RL,5,3,2042,2007,455000,StoneBr,8,2006
2269,RL,2,3,1284,2007,174000,NWAmes,5,1984
2270,RL,3,3,1479,2007,176000,NWAmes,6,1981
2271,RL,4,3,1664,2007,213000,NWAmes,7,1978
2272,RL,5,4,1930,2007,192000,NWAmes,9,1979
2273,RL,3,3,1177,2007,151500,NWAmes,6,1984
2274,RL,3,2,1353,2007,192350,NWAmes,5,1979
2275,RL,4,2,1220,2007,170000,NWAmes,6,1971
2276,RL,2,3,1324,2007,174000,NWAmes,5,1976
2277,RL,4,4,1877,2007,178900,NWAmes,8,1974
2278,RL,4,3,1422,2007,155000,NAmes,7,1970
2279,RL,2,3,914,2007,133000,NAmes,5,1970
2280,RL,2,2,914,2007,128000,NAmes,4,1961
2281,RH,3,2,1337,2007,155000,NAmes,5,2001
2282,RH,3,2,1337,2007,177000,NAmes,5,1997
2283,RM,3,3,1092,2007,113500,BrDale,6,1973
2284,RM,3,4,1218,2007,113700,BrDale,7,1973
2285,RL,2,2,1055,2007,142500,NPkVill,4,1978
2286,RL,2,3,988,2007,129250,NAmes,5,1966
2287,RL,4,3,1816,2007,356000,NridgHt,7,2006
2288,RL,4,3,1694,2007,322400,NridgHt,7,2006
2289,RL,5,2,2122,2007,345474,NridgHt,7,2007
2290,RL,5,3,2656,2007,492000,NridgHt,8,2007
2291,RL,7,4,2550,2007,338931,NridgHt,11,2006
2292,RL,5,2,2046,2007,450000,NridgHt,7,2005
2293,RL,5,3,2552,2007,479069,NridgHt,8,2007
2294,RL,5,4,2758,2007,418000,NridgHt,9,2005
2295,RL,5,2,2290,2007,500067,NridgHt,7,2007
2296,RL,4,3,2152,2007,260116,NridgHt,7,2007
2297,RL,5,3,2100,2007,319500,NridgHt,8,2007
2298,RL,4,3,1802,2007,372000,NridgHt,7,2006
2299,RL,6,5,2956,2007,342000,NridgHt,11,2004
2300,RL,4,3,2385,2007,350000,NridgHt,7,2003
2301,RL,5,3,1818,2007,281500,NridgHt,8,2007
2302,RL,4,3,1614,2007,245700,NridgHt,7,2005
2303,RL,4,3,1721,2007,232698,NridgHt,7,2005
2304,RL,4,3,1828,2007,250000,NridgHt,7,2006
2305,RL,4,1,1302,2007,204000,NridgHt,5,2005
2306,RL,4,1,1302,2007,200000,NridgHt,5,2005
2307,RL,4,2,1362,2007,207000,NridgHt,6,2005
2308,RL,4,2,1554,2007,209500,NridgHt,6,2006
2309,RL,4,2,1577,2007,280000,NridgHt,6,2005
2310,RL,4,2,1324,2007,221370,NridgHt,6,2006
2311,RL,4,2,1405,2007,200000,NridgHt,6,2003
2312,RL,4,3,1496,2007,181755,Gilbert,7,2007
2313,RL,3,3,1536,2007,176000,Gilbert,6,2005
2314,RL,3,3,1458,2007,168165,Gilbert,6,2006
2315,RL,4,3,1495,2007,171925,Gilbert,7,2006
2316,RL,3,3,1746,2007,198444,Gilbert,6,2006
2317,RL,3,3,1326,2007,203000,Gilbert,6,2005
2318,RL,3,3,1504,2007,166000,Gilbert,6,2007
2319,RL,4,3,1456,2007,177594,Gilbert,7,2007
2320,RL,3,3,1258,2007,173500,Gilbert,6,2007
2321,RL,5,2,1589,2007,226500,Blmngtn,7,2003
2322,RL,4,2,1266,2007,185485,Blmngtn,6,2007
2323,RL,3,2,1119,2007,188500,Gilbert,5,2004
2324,RL,5,3,1374,2007,175000,Gilbert,8,2004
2325,RL,3,3,1525,2007,206580,Gilbert,6,2006
2326,RL,4,3,1394,2007,165500,Gilbert,7,2003
2327,RL,4,4,1948,2007,211000,Gilbert,8,2003
2328,RL,4,4,1995,2007,219500,Gilbert,8,2002
2329,RL,4,3,1690,2007,187000,Gilbert,7,2000
2330,RL,4,3,1644,2007,185000,Gilbert,7,1999
2331,RL,4,4,2551,2007,384500,NoRidge,8,1997
2332,RL,5,4,3078,2007,410000,NoRidge,9,1998
2333,RL,5,4,2582,2007,322500,NoRidge,9,1998
2334,RL,4,4,2385,2007,252000,NoRidge,8,1998
2335,RL,5,4,2202,2007,263000,NoRidge,9,1992
2336,RL,4,4,2538,2007,330000,NoRidge,8,1996
2337,RL,2,3,1369,2007,213133,Somerst,5,2007
2338,RL,3,3,1542,2007,260261,Somerst,6,2007
2339,RL,4,3,1534,2007,215000,Somerst,7,2006
2340,RL,5,1,1966,2007,419005,Somerst,6,2007
2341,RL,3,3,1528,2007,235876,Somerst,6,2007
2342,RL,4,3,1538,2007,260000,Somerst,7,2005
2343,RL,4,3,1506,2007,249000,Somerst,7,2005
2344,RL,4,3,1977,2007,250000,Somerst,7,2006
2345,RL,4,3,1830,2007,221300,Somerst,7,2006
2346,FV,3,3,1338,2007,208900,Somerst,6,2007
2347,FV,3,3,1335,2007,210400,Somerst,6,2006
2348,FV,5,3,1792,2007,255000,Somerst,8,2007
2349,FV,5,3,1588,2007,212109,Somerst,8,2007
2350,FV,5,3,1880,2007,310013,Somerst,8,2007
2351,FV,4,2,1584,2007,261329,Somerst,6,2007
2352,FV,3,2,1685,2007,253000,Somerst,5,2006
2353,FV,5,4,2443,2007,265000,Somerst,9,2004
2354,RL,3,3,1100,2007,146000,SawyerW,6,2006
2355,RL,2,3,1143,2007,147000,SawyerW,5,2006
2356,RL,3,3,1094,2007,149000,SawyerW,6,2003
2357,RL,4,3,1486,2007,181000,SawyerW,7,2006
2358,RL,4,3,1820,2007,191750,SawyerW,7,1993
2359,RL,3,2,1266,2007,128000,SawyerW,5,1980
2360,RL,3,2,894,2007,120750,Sawyer,5,1977
2361,RL,2,3,1040,2007,145000,Sawyer,5,1968
2362,RL,4,3,2503,2007,300000,Veenker,7,1990
2363,RL,3,2,1037,2007,129000,Sawyer,5,1974
2364,RL,3,2,1055,2007,147000,Sawyer,5,1973
2365,FV,4,2,1378,2007,214000,Somerst,6,2004
2366,FV,3,2,1151,2007,166000,Somerst,5,2006
2367,FV,3,2,1565,2007,193800,Somerst,5,2006
2368,FV,3,2,1352,2007,194000,Somerst,5,2006
2369,FV,3,2,1550,2007,207500,Somerst,5,2006
2370,FV,3,3,1501,2007,176500,Somerst,6,1999
2371,FV,1,3,1573,2007,177000,Somerst,4,2000
2372,FV,2,3,1358,2007,204000,Somerst,5,1999
2373,FV,5,3,2048,2007,301000,Somerst,8,2003
2374,FV,5,3,2362,2007,312500,Somerst,8,1998
2375,RL,4,1,1494,2007,279700,Veenker,5,1994
2376,RL,5,3,2362,2007,255000,Veenker,8,1980
2377,RL,5,2,2497,2007,373000,Veenker,7,1981
2378,RL,4,3,1152,2007,143450,NWAmes,7,1968
2379,RL,4,4,2411,2007,240050,NWAmes,8,1970
2380,RL,3,3,1082,2007,162500,NWAmes,6,1969
2381,RL,3,3,1295,2007,164000,NWAmes,6,1968
2382,RL,5,3,1610,2007,185000,NWAmes,8,1972
2383,RL,4,2,1594,2007,188500,NWAmes,6,1993
2384,RL,5,3,2075,2007,255000,NWAmes,8,1993
2385,RL,3,3,1093,2007,158500,NWAmes,6,1966
2386,RL,3,3,1052,2007,127000,NWAmes,6,1963
2387,RL,2,3,1107,2007,127000,NAmes,5,1967
2388,RL,6,2,1224,2007,103000,NAmes,8,1964
2389,RL,4,2,1074,2007,124000,NAmes,6,1956
2390,RL,4,2,1187,2007,140500,NAmes,6,1961
2391,RL,2,3,964,2007,137500,NAmes,5,1961
2392,RL,2,3,894,2007,117600,NAmes,5,1960
2393,RL,3,3,1200,2007,163500,NAmes,6,1966
2394,RL,2,3,1042,2007,161000,NAmes,5,1965
2395,RL,3,5,2154,2007,224500,NAmes,8,1964
2396,RL,4,3,1374,2007,147000,NAmes,7,1964
2397,RL,3,3,1652,2007,200000,NAmes,6,1959
2398,RL,2,2,908,2007,138500,NAmes,4,1940
2399,RL,2,2,666,2007,64500,BrkSide,4,1946
2400,RL,2,2,670,2007,64000,BrkSide,4,1945
2401,RL,3,2,808,2007,112000,BrkSide,5,1958
2402,RL,4,2,1150,2007,144000,NAmes,6,1955
